Document	psif	sim_avg	sim_max	sim_min	sim_max_index	sim_min_index
Employee was found unresponsive in company's vehicle.	psif	0.41863855719566345	0.9617406725883484	-0.12446356564760208	697	3773
According to a funeral notice from Gramm Funeral Home in Ipswich, Arnold Schurr, 79, injuredd Monday en route to Avera McKennan Hospital in Sioux Falls following a farm accident that morning.	psif	0.33518749475479126	0.8616169095039368	-0.19124191999435425	1738	6168
There was a railroad flagger on site.	psif	0.06171337515115738	0.16337977349758148	-0.039953019469976425	2220	5542
Worker hit and injured by barrel.	psif	0.484624981880188	0.9992554783821106	-0.030005497857928276	6240	1082
Worker hit and injured by loader.	psif	0.48937565088272095	0.999979555606842	-0.02122822403907776	3594	6168
Fatal incident summary report: shock of a painter.	psif	0.23841315507888794	0.7166035175323486	-0.23977719247341156	4933	6422
Shot while guarding military recruiting station	psif	0.4519557058811188	0.9942278265953064	-0.09031643718481064	1623	6465
As the employees were preparing to climb down to the ground from an elevated pipe rack, the stainless steel Foul Condensate tank exploded, striking the employees who were standing eight feet above, and at the eastern edge of the exploded tank.	psif	0.34728002548217773	0.8666319847106934	-0.1720719337463379	76	261
Beasley was injured when a vehicle being transported by a forklift slipped off the forklift and hit him.	psif	0.37644559144973755	0.9502270817756653	-0.19733589887619019	7337	3845
Three construction supervisors injured from asphyxiation in manhole.	psif	0.42614707350730896	0.9649677276611328	-0.11267360299825668	7236	6792
Laborer injureds from 80-foot fall through a bridge.	psif	0.474486768245697	0.9972071647644043	-0.048233628273010254	6739	6168
Worker mildly hited when boom crane arm collapsed.	psif	0.4646250903606415	0.9959271550178528	-0.06667697429656982	6460	6168
Brendan P. Demasters injuredd from a broken cervical vertebra due to blunt force trauma, the result of an explosion 3,800 feet underground at Empire State Mines where he was working.	psif	0.29578694701194763	0.7895288467407227	-0.1979549527168274	4405	7400
Worker injuredd from carbon monoxide exposure.	psif	0.4544943571090698	0.9975330233573914	-0.0885443314909935	4688	4764
Technician shockd while performing maintenance on a walk-in cooler in virginia.	psif	0.4319070875644684	0.9608469009399414	-0.09703271836042404	3248	6422
Employee was operating a Volvo articulated hauler dumping dirt when the hauler rolled down an embankment approximately 100 feet.	psif	0.4222348928451538	0.9787520170211792	-0.1342822164297104	49	872
36-year-old laborer shockd in north carolina.	psif	0.4364074468612671	0.9909680485725403	-0.11815313249826431	2231	4965
Roadway construction worker injureds from hiting injuries when backed over by a dump truck.	psif	0.4795270264148712	0.9997360110282898	-0.040681932121515274	1324	1082
Car crossed into his travel path_x000D_	psif	0.4050743579864502	0.9836587309837341	-0.17351004481315613	5263	464
Standing near a motorized cart on the 3rd floor when the cart began to move and literally pushed him out of the window, then falling on top of him.	psif	0.26744624972343445	0.6717838048934937	-0.13689129054546356	791	7373
Laborer working in excavation installing drainage system while tractor operator was emptying a load of material into the excavation, the tractor fell into the excavation landing on the laborer mildly injuring him.	psif	0.47397905588150024	0.9936580657958984	-0.04569997265934944	7277	1082
Worker hit and injured by excavator bucket.	psif	0.49175959825515747	0.9999710917472839	-0.016451891511678696	6647	4765
hited to injured by a pallet holding 589kg of merchandise	psif	0.34377533197402954	0.8893541693687439	-0.2018035352230072	7467	7421
Employee was attempting to pull out a feathered piece of rebar on the bridge and made contact with electrical wire about 15 feet away.	psif	0.3967825472354889	0.9399118423461914	-0.14634673297405243	7205	4933
Authorities are investigating after a worker was injured in a fall at a power plant in Gillette.	psif	0.42622819542884827	0.9748347401618958	-0.12237835675477982	6405	5198
While placing concrete, they had a failure in the concrete pump and a section fell on the employee.	psif	0.39380186796188354	0.9837852120399475	-0.1961814910173416	594	261
I got on the truck and slipped and cut my shin.	psif	0.16312506794929504	0.4590837061405182	-0.1328335553407669	708	3984
Suffered a heart attack on the job.	psif	0.429858535528183	0.9892500638961792	-0.12953299283981323	5967	1271
Heart attack while battling blaze_x000D_	psif	0.3405678868293762	0.969050407409668	-0.28791460394859314	4515	6168
A hardwood company worker’s jacket snagged Tuesday morning on a storage building’s automatic door as it rose, plucking the man from the ground and lifting him to his injured, authorities in northern Minnesota said.	psif	0.33236002922058105	0.8582753539085388	-0.1935553103685379	3007	7302
Employee began to cough and bleed from the respiratory system.	psif	0.26924267411231995	0.6697092652320862	-0.13122393190860748	903	1271
An operator of an excavator was backing out of a service garage when he was caught between the vehicle roll-over frame and the vertical upright of the garage door, resulting in his injured.	psif	0.43152135610580444	0.9760498404502869	-0.11300710588693619	429	1186
Worker injureded after falling from barge.	psif	0.47601088881492615	0.9998147487640381	-0.04779298976063728	5131	578
Security guard shot at work.	psif	0.4558072090148926	0.9971195459365845	-0.08550510555505753	2617	6465
Worker injured in fall.	psif	0.4801124334335327	0.9999998807907104	-0.039775021374225616	7030	6168
"A 48"" concrete storm water pipe fell on an employee."	psif	0.3978433609008789	0.976122260093689	-0.18043552339076996	1133	261
While working from a scissor lift employee fell to ground.	psif	0.4549478590488434	0.9896750450134277	-0.07977931201457977	38	7421
At approximately 2:00 a.m., while engaged in the construction of a platform from which to conduct repair work under a bridge over a lake, an employee went missing and was presumed injureded.	psif	0.4182627201080322	0.9847415089607239	-0.14821605384349823	4425	7423
Commercial vehicle hit the back of an intinuator truck which surged forward and hit several employees.	psif	0.44226256012916565	0.9947600364685059	-0.11023490875959396	6254	5614
Bounpheng Sriratanakoul, a senior maintenance mechanic, was mildly injured while making repairs to a pipe shortly after noon when a heavy piece of piping fell on his chest, according to a city statement issued Tuesday.	psif	0.341770201921463	0.8964166641235352	-0.21287624537944794	740	1022
28 year-old injureds in rescue attempt in drainage pit in illinois.	psif	0.3035803437232971	0.8500649333000183	-0.24290423095226288	1617	1355
There is a beak cabinet without cover no voltage ID nor grounded.	psif	0.02474723756313324	0.06925703585147858	-0.019762562587857246	1180	5928
Worker injured in fall from ladder.	psif	0.47897154092788696	1.0	-0.04205690324306488	4388	6168
Concrete worker shockd after grabbing an energized 440-volt conductor in virginia.	psif	0.4508635401725769	0.9815971255302429	-0.07987002283334732	2068	7099
Deceased had been painting and was found under a ladder, was transported and passed away at the hospital.	psif	0.4006415605545044	0.9448347687721252	-0.14355163276195526	745	4151
22-year-old construction worker shockd in kentucky.	psif	0.43745651841163635	0.9913129210472107	-0.11639990657567978	4834	4965
Two workers injured in underground valve pit in oklahoma.	psif	0.40621882677078247	0.9536972045898438	-0.1412595808506012	6285	2671
Worker injureded after being hit under water beneath tractor.	psif	0.48377764225006104	0.9999323487281799	-0.03237709030508995	6366	1082
Employee was hit by a pallet of bricks on 2/1/17 and later injuredd on 2/14/17.	psif	0.4218798875808716	0.9720678329467773	-0.12830807268619537	4532	5679
Proffitt was injured by a bus backing out of a service bay.	psif	0.32858967781066895	0.8905237913131714	-0.2333444505929947	471	160
EMPLOYEE WAS REFINISHING TUB WITHOUT A RESPIRATOR	psif	0.02068794146180153	0.06024133786559105	-0.018865453079342842	4765	607
Carpenter's helper injureds after falling through stairwell opening.	psif	0.4537220001220703	0.9937952160835266	-0.0863511934876442	1785	1071
Security guard shot to injured while attempting to stop car robbery	psif	0.4327937364578247	0.9880437850952148	-0.12245633453130722	1865	639
Working under a grain truck/hit a lever and it fell onto him.	psif	0.475570410490036	0.9877403974533081	-0.03659958392381668	2215	347
Employee fell two stories from mast climber scaffold.	psif	0.4504793584346771	0.9987067580223083	-0.09774802625179291	5080	143
An employee received mild injuries when a portion of the building structure that was being demolished fell on him.	psif	0.45511379837989807	0.9931127429008484	-0.08288512378931046	2585	6168
A road construction employee was flagging traffic and was hit by a vehicle failing to stop.	psif	0.4651520848274231	0.9987561702728271	-0.06845201551914215	989	7339
15-year-old campground laborer injureds after striking a camper trailer hitch while operating a utility vehicle.	psif	0.4599725902080536	0.9909481406211853	-0.07100297510623932	2034	1115
Joshua Vanderburgh was unloading a company truck with coworkers when a box truck hit him, ran over him, and injured him while backing up.	psif	0.424445241689682	0.9875662922859192	-0.13867582380771637	1102	872
Electrician shockd when he contacts energized conductor in a manhole in virginia.	psif	0.458980530500412	0.9971476197242737	-0.0791865736246109	2884	5756
A house being demolished in South Texas collapsed on its wrecking crew, injury one worker and sending another to the hospital.	psif	0.4480161964893341	0.98103928565979	-0.08500690013170242	967	6168
Worker mildly hited after being hit under tractor by block.	psif	0.47496896982192993	0.9987019896507263	-0.04876405745744705	4007	7205
Shot while guarding military recruiting station	psif	0.4519557058811188	0.9942278265953064	-0.09031643718481064	1623	6465
Shot to injured confronting suspect._x000D_	psif	0.4564783275127411	0.9967866539955139	-0.08382999151945114	2617	6465
Zoo worker injuredd after being attacked by tiger.	psif	0.4317125082015991	0.9994847178459167	-0.13605967164039612	6478	224
An Amtrak train carrying 341 people slammed into a backhoe on the track near Philadelphia, injury two construction workers.	psif	0.3531990647315979	0.9170852899551392	-0.21068717539310455	441	1615
The worker had been on a John Deere tractor hauling dirt to make a pond when he somehow fell off and the tractor rolled over him	psif	0.40601280331611633	0.9571710228919983	-0.14514543116092682	615	1989
Fatal accident summary report: hit and hited by a backing forklift while cleaning up an auto salvage yard.	psif	0.37380528450012207	0.9615684151649475	-0.21395786106586456	836	6785
Tree trimming crew leader caught in wood chipper.	psif	0.3368380069732666	0.9837611317634583	-0.31008511781692505	7383	40
Trench collapsed burying one worker and when another worker was attempting a rescue, a secondary trench collapse entrapped him, injury both workers.	psif	0.4487047493457794	0.9956697225570679	-0.09826020151376724	3604	2815
An employee succumb to his injuries six days after receiving an electric shock and then falling approximately 18' from an aluminum extension ladder while engaged in roofing activities.	psif	0.4363197386264801	0.982007622718811	-0.10936813056468964	3512	6168
Unit Rotor loading on heavy haul trailer loading unloading.	psif	0.36241430044174194	0.908230721950531	-0.18340210616588593	710	245
Victim had an ccident Monday morning and injuredd of asphyxiation.	psif	0.3278667628765106	0.7946940660476685	-0.13896054029464722	882	4764
Shot while guarding military recruiting station	psif	0.4519557058811188	0.9942278265953064	-0.09031643718481064	1623	6465
Maintenance mechanic shockd while touching damaged power cord.	psif	0.4726424515247345	0.9984081983566284	-0.05312328785657883	1246	2027
Employee was screwing trusses in a parking lot and a truss fell on top of him.	psif	0.264095664024353	0.7326926589012146	-0.20450136065483093	259	2544
The victim was removing a section of corrugated fiberglass roofing when he fell approximately 27 feet to the ground floor below through an uncovered skylight opening.	psif	0.37373030185699463	0.9949676990509033	-0.24750711023807526	102	2619
An employee was mildly injured when he was hited by a backhoe boom.	psif	0.4136589467525482	0.9860057234764099	-0.15868782997131348	7092	2671
Worker trimming tree shockd when ladder contacted power line.	psif	0.4241775870323181	0.9964619874954224	-0.14810681343078613	6256	40
Employee fell from open tailgate of a moving pickup and hit head on road.	psif	0.47170770168304443	0.9961227774620056	-0.052707359194755554	121	2730
Skydiving instructor from Washington state and student from Nantucket injured in tandem jump accident	psif	0.3030046820640564	0.786283016204834	-0.18027366697788239	4369	224
Volunteer helping friend was shockd in crawl space by hanging electrical wire.	psif	0.3315753936767578	0.8175354599952698	-0.15438467264175415	6372	4413
PD speculates injuredd may have been filling hydraulic fluid on rear of truck when the truck ran over him.	psif	0.4183571934700012	0.9838081002235413	-0.14709369838237762	3067	7099
Laborer injureds when caught between boom linkage of skid-steer loading machinenorth carolina.	psif	0.4099869132041931	0.9702380299568176	-0.1502641886472702	3211	91
Fall (from elevation)	psif	0.33493494987487793	0.8859132528305054	-0.21604332327842712	1	5823
Company owner injureds from fall after upper boom failure on aerial lift.	psif	0.46664974093437195	0.997968316078186	-0.06466884911060333	3364	6168
he lost control of the Freightliner he was driving	psif	0.26472824811935425	0.7497619986534119	-0.22030547261238098	2536	2900
Maldonado was hit between a waste loader and a tractor trailer when the waste loader backed into the tractor trailer, causing severe injuries to his upper body and injury him.	psif	0.42267096042633057	0.9840877056121826	-0.13874579966068268	7454	5509
Inside business when a gunman came into store and shot him during robbery.	psif	0.4587622284889221	0.9978201389312744	-0.08029568195343018	1623	6190
Worker injured in fall from window.	psif	0.4765286147594452	0.9998351335525513	-0.04677790775895119	5488	6168
Victim was finishing drywall in a room on a scaffold when he fell (5.5') from the scaffold and landed on the concrete floor.	psif	0.379360556602478	0.9929950833320618	-0.2342739850282669	7001	2619
Operator/truck driver shockd in maryland.	psif	0.42547255754470825	0.9750601649284363	-0.12411504983901978	6100	4006
A worker was injured early Tuesday morning in an accident at Lindbergh Field’s new Rental Car Center construction site.	psif	0.333538293838501	0.8872289061546326	-0.22015231847763062	3475	5679
Painter injureds in a 140-foot fall at a municipal water tower.	psif	0.43588218092918396	0.987004280090332	-0.11523992568254471	1345	3563
loading press equipment operation.	psif	0.05340905487537384	0.22757332026958466	-0.12075521051883698	4536	441
Employee fell through a skylight.	psif	0.45826947689056396	0.9983187317848206	-0.08177976310253143	602	3563
Worker injured when jacket caught by rotating shaft.	psif	0.4431185722351074	0.999529242515564	-0.11329210549592972	6686	7302
Pipefitter hited by 5,000-pound shoring plate-south carolina.	psif	0.12845881283283234	0.5120429396629333	-0.2551253139972687	2090	3667
Lost control of tanker truck on a curve and travelled into opposite lane	psif	0.38534021377563477	0.9692768454551697	-0.19859638810157776	708	3984
Heart attack while directing traffic at large event	psif	0.4094610810279846	0.9757707715034485	-0.15684860944747925	1290	464
Painting in restroom and clothes caught fire._x000D_	psif	0.3321237564086914	0.8429071307182312	-0.17865963280200958	678	4413
Hispanic flagger injureds after being run over by a dump truck.	psif	0.4374696612358093	0.9919271469116211	-0.11698783934116364	1858	3058
Employee fell from the top plate of the second floor wall of a house.	psif	0.3997443914413452	0.9947128295898438	-0.19522401690483093	7001	2619
Long-term asbestos exposure	psif	0.33978980779647827	0.8538052439689636	-0.17422565817832947	5190	2730
Security guard shot during altercation with man attempting to rob the Subway at which the guard worked.	psif	0.36997395753860474	0.8696539998054504	-0.12970606982707977	681	6465
Involving moving of a grain auger.	psif	0.41764339804649353	0.9541155099868774	-0.11882872134447098	5	4711
High winds/storm caused building to collapse.	psif	0.3853611648082733	0.9394972324371338	-0.16877491772174835	336	7477
Construction laborer injureds after being run over and hited by a grader at a road construction site.	psif	0.4796037971973419	0.9993678331375122	-0.040160249918699265	4776	1082
Employee was in a traffic accident.	psif	0.45615455508232117	0.995431661605835	-0.08312253654003143	989	61
While utility poles were being loaded onto his truck, employee was hit between the pole and the truck tire.	psif	0.4686809480190277	0.9970384240150452	-0.05967651307582855	5744	1082
Foreman and painter injured in 48-foot fall when scaffold collapses.	psif	0.46630191802978516	0.9985281825065613	-0.06592431664466858	3722	6168
Suspect had injured his family, stole another victim's car, went to Serrano's general store for gas, and killed him.	psif	0.43046990036964417	0.9565239548683167	-0.09558413922786713	6882	3278
Truck driver (co-worker) assaulted the employee with pipe (possibly a piece of scaffold.)	psif	0.37059730291366577	0.9193142056465149	-0.17811957001686096	3575	7383
employee collapsed in parking lot toward the end of the day	psif	0.2849041521549225	0.7797712683677673	-0.20996294915676117	537	6168
Employee fell 40 feet from a scaffold while working inside a water tank.	psif	0.46295157074928284	0.9967664480209351	-0.07086329162120819	732	443
The employee was seriously injured and sustained life threatening injuries to his head.	psif	0.3931458592414856	0.91839599609375	-0.13210424780845642	1837	6168
Worker injuredd from heat exposure inside warehouse.	psif	0.4534115195274353	0.9993101954460144	-0.0924871489405632	6263	2503
Journeyman Painter fell from the top of a water tank.	psif	0.35466650128364563	0.8983297944068909	-0.18899677693843842	217	214
Employee hited by road compactor.	psif	0.3669512867927551	0.9442262649536133	-0.21032366156578064	143	7456
Employees were relocating a pump jack and came in contact with overhead power lines.	psif	0.4474361538887024	0.9847576022148132	-0.08988526463508606	1428	7099
Worker mildly shot during robbery.	psif	0.4468672573566437	0.9929836988449097	-0.09924918413162231	5412	6465
Joshua Black was hit and injured by a front end loader while working on a drainage system at Allied Waste Services.	psif	0.42066431045532227	0.9758168458938599	-0.13448825478553772	1393	1115
An employee received a mild electrical shock while working on an air-conditioning unit with standing water in close proximity.	psif	0.4549828767776489	0.9931513071060181	-0.08318553864955902	2548	1065
A contractor from a Tennessee company was injured, and another employee injured in an accident Monday afternoon at the Domtar pulp plant outside of Plymouth.	psif	0.36404550075531006	0.9147956967353821	-0.18670471012592316	4323	7302
Employee removed a wood plank that was covering a floor hole on the 6th floor, and fell through the floor hole to the ground floor.	psif	0.4247198700904846	0.9886733889579773	-0.13923367857933044	7377	2537
At a patient's home and suffered a heart attack._x000D_	psif	0.43498101830482483	0.9875466227531433	-0.11758456379175186	1475	1271
An employee in a highway construction zone was hit by an unrelated commercial vehicle in a lane of traffic.	psif	0.4605924189090729	0.9977668523788452	-0.07658202946186066	3684	7339
Fall (from elevation)	psif	0.33493494987487793	0.8859132528305054	-0.21604332327842712	1	5823
An employee was found unresponsive in a box truck.	psif	0.42521852254867554	0.9589598178863525	-0.10852279514074326	404	6075
Worker injuredd from burns caused by superheated oil.	psif	0.45337751507759094	0.999751091003418	-0.09299606829881668	6333	3060
Worker electrocted by energized power cord.	psif	0.46714842319488525	1.0000001192092896	-0.06570324301719666	6428	7421
ATV rolled atop the driver.	psif	0.4005501866340637	0.9498940110206604	-0.14879365265369415	5263	4965
Worker hit and injured by excavator counterweight.	psif	0.48858964443206787	0.9998965859413147	-0.022717278450727463	6568	1082
Worker asphyxiated while cleaning inside metal tube.	psif	0.4567567706108093	1.0000001192092896	-0.08648660033941269	6605	416
Worker hit and injured by falling roller from portable wood chipper.	psif	0.4688555598258972	0.9998579621315002	-0.062146853655576706	6413	1082
Worker injured in fall from forklift.	psif	0.48132896423339844	0.9998220205307007	-0.037164103239774704	5489	6168
Worker hit and injured by falling pipe.	psif	0.4882369637489319	0.9999803900718689	-0.023506466299295425	5681	578
Started to raise truck bed when bank failed causing truck to overturn and fall 30 feet below	psif	0.3934776484966278	0.9676479697227478	-0.1806926727294922	708	3984
Robert Veltman, a lifelong sailor, injuredd finetuning a new carbon fiber Hall spar on an Aerodyne 38 sailboat.	psif	0.4096400737762451	0.9847106337547302	-0.1654304563999176	5820	224
Fall from cell tower	psif	0.3527698516845703	0.9150753617286682	-0.20953568816184998	1	3257
Injury while loading material led to surgery, complications, quadriplegia and injured	psif	0.2933688759803772	0.8498786091804504	-0.26314082741737366	3818	6893
Cement finisher injureds after 160-foot fall from scaffold.	psif	0.4615045189857483	0.9975744485855103	-0.07456543296575546	2156	6168
Two workers scrambled to get out of the path of the falling objects.	psif	0.2958168089389801	0.794613778591156	-0.2029801458120346	568	4786
A worker for Mercer Construction Company injuredd and another was injured Wednesday in Lockhart, southeast of Austin, after a tunnel being dug for a residential wastewater line collapsed.	psif	0.4416455924510956	0.9888896942138672	-0.10559853166341782	6058	1022
24-year-old manufactured home installer shockd in indiana.	psif	0.4142856001853943	0.9747036099433899	-0.14613240957260132	4834	760
Worker injured when lawnmower rolled over.	psif	0.45095106959342957	0.9996890425682068	-0.09778688102960587	6138	1082
An employee was in the process of removing roof panels when he fell approximately forty-six (46) feet to a concrete floor below.	psif	0.45681843161582947	0.9983534812927246	-0.08471660315990448	2887	3563
Employee injuredd from multiple gunshot wounds.	psif	0.46151623129844666	0.9935740828514099	-0.07054159790277481	2752	482
Ironworker falls to his injured from a steel truss in ohio.	psif	0.4677772521972656	0.9975507259368896	-0.061996232718229294	1239	6168
While repairing a steam leak in sa p.	psif	0.021476266905665398	0.065121591091156	-0.02216905727982521	4765	1082
41-year-old truck driver shockd in kentucky.	psif	0.3525480329990387	0.8981501460075378	-0.19305409491062164	6100	4006
Employee was installing rain gutters on a new condo complex when his metal ladder came into contact with overhead power lines.	psif	0.4394817054271698	0.9765915274620056	-0.09762811660766602	7205	6084
Officer Sherrard was responding to a domestic disturbance at an apartment complex when he was shot and injured.	psif	0.4528557062149048	0.9924777746200562	-0.08676636219024658	3460	1450
Commercial truck driver from Lebanon, NH injured when the tanker truck he was driving overturned on I-95; the crash left the truck overturned and leaking liquid asphalt	psif	0.423729807138443	0.9868322014808655	-0.1393725723028183	7045	7099
Shot to injured during a robbery at a game room	psif	0.45192456245422363	0.9811161756515503	-0.07726704329252243	6038	6190
Truck driver and company president shockd after crane boom contacts powerline.	psif	0.46550849080085754	0.9968003034591675	-0.06578332185745239	1720	2027
Pinned / wedged between two tractor trailer rigs	psif	0.38530826568603516	0.9459907412528992	-0.17537423968315125	710	1969
Struck by branch of injured tree while clearing brush	psif	0.3764217495918274	0.99460768699646	-0.24176417291164398	7152	40
Slings used to set pole properly.	psif	0.016051746904850006	0.05612274259328842	-0.02401924878358841	4765	607
A worker who was injured when a piece of heavy equipment fell on him at a Volvo-owned company in San Leandro Thursday morning was a 48-year-old Castro Valley man	psif	0.4449385702610016	0.9836113452911377	-0.09373418986797333	3411	6168
Employee was in a motor vehicle accident.	psif	0.44725272059440613	0.9918267130851746	-0.09732124954462051	989	2671
Tractor-trailer repairman injureds while welding interior wall of a tanker in indiana.	psif	0.41966426372528076	0.9806687831878662	-0.1413402557373047	372	2671
Worker and patient in hospital room injured by assailant.	psif	0.43325114250183105	0.9991750121116638	-0.1326727569103241	6259	224
Worker injured when tractor tipped over.	psif	0.4870923161506653	0.9999642968177795	-0.025779644027352333	6048	347
Found injured at hotel gym	psif	0.4234073758125305	0.9375042915344238	-0.0906895101070404	530	4922
Fell off ladder on January 1 while working in storage room	psif	0.35228174924850464	0.9536401033401489	-0.24907661974430084	1115	426
Employee was walking on scaffold and slipped/tripped causing him to fall 20 to 30 feet from the scaffold	psif	0.3786071240901947	0.9936441779136658	-0.23642994463443756	1097	2619
School maintenance worker shockd in ohio.	psif	0.4410090148448944	0.9889405965805054	-0.10692257434129715	5976	6422
Order picker injureds after falling from a lift truck-suspended pallet.	psif	0.4724174439907074	0.9968733787536621	-0.05203847587108612	1790	6168
He lost his balance and stubled and almost fell.	psif	0.020437806844711304	0.06026711314916611	-0.01939150132238865	4765	5928
An employee was found outside the containment area unresponsive.	psif	0.43327659368515015	0.9747876524925232	-0.1082344576716423	528	3773
An employee fell approximately 45 feet from a scaffold during construction of a new asphalt tank.	psif	0.46518224477767944	0.9980831742286682	-0.06771866977214813	1002	443
The injuredd employee was in the process of unloading office trash from a pickup truck at the waste transfer site when he was found collapsed on the ground and unresponsive by an equipment operator.	psif	0.3352830708026886	0.808578610420227	-0.13801246881484985	6968	1271
Worker injured after falling into large mix tank.	psif	0.4817861318588257	0.9992243647575378	-0.03565211966633797	6446	578
injured in accident involving tug vehicle and trailer	psif	0.4310906231403351	0.9843985438346863	-0.12221727520227432	3355	7479
Foundry worker injureds in indiana.	psif	0.3536010980606079	0.923938512802124	-0.21673628687858582	3461	5679
Sheet metal mechanic injureds following a 22-foot fall through a roof opening.	psif	0.43658894300460815	0.9896266460418701	-0.11644873768091202	3152	3563
The employee entered a manhole that apparently had an oxygen deficient atmosphere.	psif	0.411643385887146	0.9743200540542603	-0.15103325247764587	1005	1555
Worker in rubber products plant shockd in ohio.	psif	0.4509982764720917	0.9862673878669739	-0.08427084237337112	2433	6968
Employee was found unresponsive underneath a truck he was servicing.	psif	0.41731107234954834	0.9549890756607056	-0.1203669086098671	404	410
Employee directing crane operation while standing inside cesspool excavation fell into hole when the ground collapsed.	psif	0.44584718346595764	0.9674466252326965	-0.07575228065252304	1215	2537
Greg Belliveau injuredd after falling from a roof.	psif	0.4243674874305725	0.9904838800430298	-0.14174892008304596	5003	3723
Two employees working inside a pump pit between two clarifiers at the City of El Paso wastewater treatment plant were overcome and unable to escape from the pit, which was filling with water due to a pump leak.	psif	0.38033634424209595	0.9520430564880371	-0.1913703829050064	6850	3667
Worker shockd by energized wire while replacing fluorescent lights.	psif	0.47005969285964966	0.9988947510719299	-0.05877534672617912	5460	7421
Fell off single story roof, mild.	psif	0.33971935510635376	0.8977406024932861	-0.2183018922805786	1	2027
Lineman injureds when he contacts energized power line in puerto rico.	psif	0.3807096481323242	0.9506169557571411	-0.1891976296901703	292	4933
Boom snapped and hit employee	psif	0.4374065399169922	0.9703244566917419	-0.09551136940717697	783	6465
Soles was working on the roof of a building when he fell through it and landed on a forklift two stories below, suffering mild injuries.	psif	0.4621264636516571	0.9923498034477234	-0.06809686869382858	2466	6168
An employee was standing on the side of a dumpster and was hit in the head by a toilet that was thrown out of the third story window.	psif	0.4347706437110901	0.9596944451332092	-0.09015315771102905	5944	2537
Worker injured in fall when scaffold collapsed.	psif	0.47596535086631775	0.9999281764030457	-0.047997452318668365	6140	6168
Worker injuredd after falling in attic crawlspace and striking head.	psif	0.48475950956344604	0.9961020946502686	-0.026583079248666763	2262	1271
Pinned between a rib wall and frame of feeder machine	psif	0.37239235639572144	0.9592880010604858	-0.21450327336788177	1327	6643
Employee was taking core samples from some poured concrete and stood up, stumbled forward and hit his head against a paving machine.	psif	0.3807607591152191	0.9294721484184265	-0.1679506152868271	619	1186
Victim was found (injuredd) in a port-a-john in the presence of drug paraphernalia.	psif	0.29713892936706543	0.7738480567932129	-0.17957018315792084	5784	6168
Fifteen-year-old hispanic youth injureds after entering the hopper of a bark blower.	psif	0.26182472705841064	0.8127017617225647	-0.289052277803421	1914	1690
Fall from the roof peak.	psif	0.34694933891296387	0.9101825952529907	-0.21628394722938538	1	5823
It was reported that employee removed his fall protection and then fell from roof 20-25 ft onto a concrete pad.	psif	0.4147152900695801	0.9941695928573608	-0.1647389829158783	92	2537
the man, whose identity has not yet been released, was caught in industrial equipment around 5:15 p.m. Friday at Jackson Concrete Pumping near the Dubuque Regional Airport.	psif	0.3288746476173401	0.9062168598175049	-0.2484675645828247	4849	471
The coroner's office says 34-year-old Heath Sutherland ran into the eastbound lanes of I-26 at mile marker 187 near the Ridgeville exit to avoid the tree and was hit by a vehicle.	psif	0.2862972617149353	0.7768018841743469	-0.20420733094215393	2755	4965
Temp worker tried to retrieve hard hat from IH-10 when he was hit by U-Haul truck.	psif	0.40713775157928467	0.9760516881942749	-0.16177617013454437	6509	872
Working on a skid steer machine when the bucket fell and he was hit btwn it and the machine.	psif	0.43754255771636963	0.9805991649627686	-0.10551407188177109	2539	7456
Working inside maintenance garage, hit by street sweeper	psif	0.45704641938209534	0.9902626872062683	-0.07616984844207764	1847	7469
Fell from scaffolding at port.	psif	0.3609141409397125	0.9730919003486633	-0.2512636184692383	1082	2619
Worker injured in fall from ladder.	psif	0.47897154092788696	1.0	-0.04205690324306488	4388	6168
Hypertensive and atherosclerotic cardiovascular disease, natural causes	psif	0.43762314319610596	0.9821438789367676	-0.10689759254455566	903	410
Worker injured in structure fire.	psif	0.4601184129714966	0.9911189675331116	-0.0708821564912796	6569	6168
Buried in grain bin	psif	0.4192141890525818	0.974696934223175	-0.1362685263156891	7350	4711
Worker hit and injured by track hoe bucket.	psif	0.46409696340560913	0.9992790222167969	-0.07108506560325623	6290	1082
Daniel Parsons injuredd after falling from a stairway at the Beverly Airport, where he was working.	psif	0.4211893081665039	0.9765176177024841	-0.1341390162706375	3152	5812
26-year-old electrician's helper shockd in south carolina.	psif	0.4497600495815277	0.9966405034065247	-0.09712038189172745	2142	4700
Electrocuted while repairing wiring in food truck	psif	0.32271164655685425	0.8609409332275391	-0.21551764011383057	1897	7099
Employee aspirated and injureded on lung fluids.	psif	0.3471234440803528	0.8702788352966309	-0.17603197693824768	882	6075
Construction sub-contractor asphyxiated in manhole.	psif	0.4253254532814026	0.9778422713279724	-0.12719137966632843	1005	4764
Electrocuted while stripping a live wire.	psif	0.40610015392303467	0.9260929226875305	-0.11389263719320297	292	4933
Security officer shot during confrontation at night club.	psif	0.4479336142539978	0.9896354675292969	-0.09376823902130127	1623	1450
Worker mildly shot durring robbery.	psif	0.44721925258636475	0.9924719929695129	-0.09803351014852524	4474	6465
Tower painter injureds and a second painter injured after falling 900 feet while inside a man basket-south carolina.	psif	0.39050793647766113	0.9677797555923462	-0.1867639124393463	7099	224
Employee conducting roofing operations fell from roof approximately 30' from the ground below.	psif	0.44819459319114685	0.9978662133216858	-0.1014770120382309	5080	143
